timestamp,mid,cash,inventory,turnover,realized_pnl,mtm_pnl
1722470901998865,0.01105505,-33.258029588843605,3000.0,99.46794821911716,-33.258029588843605,-0.09287958884360137
1722471401954092,0.01108035,-33.250048712400826,3000.0,121.55526255239617,-33.250048712400826,-0.008998712400831721
1722471901956450,0.011007949999999999,-66.34642260309923,6000.0,154.65163644309456,-66.34642260309923,-0.29872260309923604
1722472401998316,0.01104165,-44.29060497480872,4000.0,220.68287044764742,-44.29060497480872,-0.12400497480872019
1722472901970235,0.01109895,-44.29060497480872,4000.0,220.68287044764742,-44.29060497480872,0.10519502519127855
1722473401973035,0.01107465,-55.33912005181377,5000.0,275.95242457837196,-55.33912005181377,0.0341299481862265
1722473901998135,0.01111645,-55.33912005181377,5000.0,275.95242457837196,-55.33912005181377,0.24312994818622968
1722474401993537,0.011096149999999999,-33.092418174494696,3000.0,320.4652561929993,-33.092418174494696,0.19603182550530107
1722474901971195,0.01101815,-44.16218593920022,4000.0,375.6523391913013,-44.16218593920022,-0.0895859392002194
1722475401975971,0.01098115,-33.11429268854739,3000.0,452.6616789714264,-33.11429268854739,-0.17084268854738838
1722475901961236,0.01100285,-22.05949935363139,2000.0,485.6679406054953,-22.05949935363139,-0.053799353631390545
1722476401958182,0.01100895,-32.84220712872593,3000.0,650.2285289355849,-32.84220712872593,0.18464287127407175
1722476901961653,0.01108795,33.48522330130508,-3000.0,805.2645597314502,33.48522330130508,0.2213733013050856
1722477401970795,0.01106365,11.4055823564364,-1000.0,871.6776366411174,11.4055823564364,0.3419323564364003
1722477901970966,0.01105475,11.464337851974538,-1000.0,938.0242158260659,11.464337851974538,0.4095878519745373
1722478401956349,0.01110075,-10.617436196107347,1000.0,982.286967367349,-10.617436196107347,0.48331380389265277
1722478901991310,0.01100055,33.434369221736546,-3000.0,1092.7439260561132,33.434369221736546,0.43271922173654787
1722479401986899,0.01100715,44.47892983927888,-4000.0,1169.76837393195,44.47892983927888,0.45032983927887216
1722479901972550,0.01104155,44.47892983927888,-4000.0,1169.76837393195,44.47892983927888,0.3127298392788731
1722480401983862,0.011000349999999999,33.45988681135664,-3000.0,1246.9844816084762,33.45988681135664,0.45883681135664034
1722480901996935,0.01102895,0.38994989206972086,0.0,1280.0544185277633,0.38994989206972086,0.38994989206972086
1722481401987945,0.010982249999999999,11.421201318718483,-1000.0,1313.071780401115,11.421201318718483,0.4389513187184839
1722481901967944,0.01093715,-87.03508434049664,8000.0,1455.1631329525515,-87.03508434049664,0.462115659503354
1722482402002918,0.01093995,-76.04626006313845,7000.0,1531.774588185386,-76.04626006313845,0.5333899368615533
1722482901964368,0.01101265,-65.10151000954875,6000.0,1542.7193382389755,-65.10151000954875,0.9743899904512574
1722483401966477,0.01099675,-87.10846898060902,8000.0,1608.8464029838965,-87.10846898060902,0.8655310193909713
1722483902000159,0.01098725,-87.10846898060902,8000.0,1608.8464029838965,-87.10846898060902,0.7895310193909921
1722484401996327,0.01098565,-98.083969330919,9000.0,1641.8313125278548,-98.083969330919,0.7868806690809862
1722484901979521,0.01092425,-98.08912273906635,9000.0,1663.7256466089727,-98.08912273906635,0.22912726093365166
1722485401992986,0.010955949999999999,-76.19190458831757,7000.0,1707.4604129989857,-76.19190458831757,0.4997454116824258
1722485901976787,0.01087975,-130.72591962888544,12000.0,1761.9944280395537,-130.72591962888544,-0.16891962888541912
1722486401964767,0.01067485,-14.34232186236747,1000.0,2310.161849615301,-14.34232186236747,-3.6674718623674707
1722486902002744,0.01066845,-142.2183142299238,13000.0,3267.5287069349756,-142.2183142299238,-3.5284642299237987
1722487401982563,0.010651250000000001,-184.716989117459,17000.0,3608.062723910297,-184.716989117459,-3.6457391174589873
1722487901965592,0.01051355,-29.854284401961525,2268.0,5085.8350990130575,-29.854284401961525,-6.009553001961525
1722488401998861,0.01048395,-100.78092163917304,9048.0,5492.529322163947,-100.78092163917304,-5.922142039173039
1722488901956824,0.01049755,4.01503723760575,-995.0,6242.924997665997,4.01503723760575,-6.43002501239425
1722489401964301,0.01056355,56.598096592348014,-5995.0,6421.880689303302,56.598096592348014,-6.730385657651986
1722489901991782,0.010588750000000001,109.45354624484442,-10995.0,6538.182125922457,109.45354624484442,-6.969760005155592
1722490401977772,0.01060735,141.30140504252472,-13995.0,6676.086951013596,141.30140504252472,-7.148458207475272
1722490901897353,0.01058625,173.1066843753642,-16995.0,6729.070597733672,173.1066843753642,-6.806634374635792
1722491401997546,0.01063945,236.91706796609958,-22995.0,6835.314211679116,236.91706796609958,-7.737084783900428
1722491902001214,0.01065585,236.92539154549692,-22995.0,6899.211774267497,236.92539154549692,-8.105879204503083
1722492401985123,0.01060765,183.7660811882405,-17995.0,6952.371084624754,183.7660811882405,-7.118580561759501
1722492901987785,0.01056285,88.74264802273524,-8995.0,7068.483049181213,88.74264802273524,-6.270187727264769
1722493401995069,0.01056815,46.66505121744861,-4995.0,7152.864419344714,46.66505121744861,-6.122858032551392
1722493902012106,0.01056525,46.67322305232406,-4995.0,7174.033176338679,46.67322305232406,-6.1002006976759375
1722494401967974,0.01057465,110.00027657199999,-10995.0,7279.534806721076,110.00027657199999,-6.268000178000008
1722494901983059,0.01059875,136.79775888613116,-13521.0,7316.365270817544,136.79775888613116,-6.507939863868842
1722495401997210,0.01052705,31.554607181958175,-3521.0,7484.76579588523,31.554607181958175,-5.511135868041826
1722495901999213,0.01049615,21.061885204075068,-2521.0,7704.954329368,21.061885204075068,-5.39890894592493
1722496401981215,0.01058785,0.07214424539049702,-521.0,7789.177516682453,0.07214424539049702,-5.444125604609503
